2024-01-29 19:51:36.640 [info] Experiment 'pythonaacf' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonRecommendTensorboardExt' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonREPLSmartSend' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonTerminalEnvVarActivationcf' is active
2024-01-29 19:51:36.640 [info] Experiment 'pythonTestAdapter' is active
2024-01-29 19:51:36.640 [info] Default formatter is set to esbenp.prettier-vscode for workspace /home/kolbe/CSCI_251
2024-01-29 23:26:00.815 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/FeastOfSaints.py
2024-01-29 23:26:03.640 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/Saint.py
2024-01-29 23:26:46.925 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:27:51.427 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:28:07.251 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:28:11.481 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:28:14.134 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:28:50.911 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:30:14.781 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:30:41.090 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:31:43.284 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:32:03.123 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:32:21.502 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:32:48.132 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:32:54.101 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:33:39.630 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:34:08.792 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:35:29.958 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:36:30.996 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:37:04.822 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:41:34.051 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:43:11.838 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:43:20.718 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:43:36.965 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:44:28.943 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:46:23.645 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:47:20.902 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:47:55.682 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:49:06.963 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:49:40.485 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:49:54.755 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:50:06.405 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:50:15.318 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:50:33.529 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:51:19.423 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:53:32.150 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:54:30.461 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:55:24.666 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:55:44.659 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:56:24.080 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:56:39.832 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:57:40.709 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:57:52.759 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:58:15.580 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:59:02.763 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:59:14.507 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:59:21.571 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-29 23:59:30.769 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:01:28.436 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:01:50.535 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:03:03.680 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:03:20.832 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:03:42.113 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:04:03.818 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:04:28.811 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:05:27.314 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:05:36.587 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:05:51.586 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:07:18.432 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:09:10.713 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:10:59.690 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:11:06.307 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
2024-01-30 00:12:31.671 [info] Discover tests for workspace name: CSCI_251 - uri: /home/kolbe/CSCI_251/hw2/saintsOOP/app.py
